ID,Mcore,err_Mcore,Tcore,Size
765,1.32,0.66,15.8,3917
766,1.26,0.63,15.5,3097
767,0.73,0.37,14.1,2553
768,1.59,0.80,14.6,3408
769,0.69,0.34,17.2,2565
770,0.68,0.34,15.9,2520
771,0.83,0.41,18.7,3578
772,1.05,0.53,16.2,3287
773,0.36,0.18,15.8,2104
774,0.42,0.21,15.8,2465
775,7.44,3.72,9.3,3394
776,3.79,1.90,11.5,3047
777,1.63,0.81,14.4,2396
778,5.86,2.93,11.0,4819
779,5.54,2.77,11.4,4157
780,5.56,2.78,13.4,5610
781,0.60,0.30,13.9,1471
782,0.33,0.16,14.6,1225
783,0.37,0.18,20.8,2019
784,1.56,0.78,12.8,2811
785,2.81,1.40,10.2,3681
786,2.20,1.10,14.7,3835
787,0.35,0.18,14.1,1395
788,1.74,0.87,12.3,3525
789,0.50,0.25,12.3,1564
790,0.80,0.40,11.4,1932
791,0.52,0.26,13.7,1787
792,0.35,0.18,13.2,1579
793,0.42,0.21,14.0,1648
794,0.62,0.31,12.4,1914
795,0.28,0.14,13.0,1393
796,0.75,0.38,13.1,2446
797,0.43,0.22,13.2,2161
798,1.17,0.58,8.0,2008
799,0.20,0.10,13.1,1239
800,0.87,0.43,14.7,3632
801,0.58,0.29,13.2,2568
802,0.83,0.41,9.9,2594
803,0.40,0.20,13.2,2603
804,0.61,0.31,14.7,3574
805,0.37,0.19,12.5,2114
806,0.29,0.14,12.3,1956
807,0.32,0.16,13.1,2211
808,0.13,0.06,14.8,1670
809,0.26,0.13,13.2,2584
810,7.16,3.58,16.1,3136
811,1.08,0.54,15.3,1818
812,1.67,0.84,12.1,2417
813,0.75,0.38,12.0,2256
814,0.34,0.17,9.9,1305
815,0.47,0.23,12.5,1796
816,0.19,0.09,11.8,1187
817,0.62,0.31,10.7,2220
818,0.07,0.03,17.5,895
819,0.08,0.04,19.6,1121
820,0.12,0.06,13.5,1158
821,0.76,0.38,9.0,2357
822,0.23,0.12,11.8,1526
823,0.57,0.28,8.2,1731
824,0.39,0.20,7.6,1427
825,0.19,0.09,11.8,1623
826,0.18,0.09,14.8,1836
827,0.40,0.20,11.8,2756
828,0.19,0.09,12.1,1676
829,0.23,0.12,10.0,1582
830,0.18,0.09,13.3,2046
831,0.45,0.23,8.8,2027
832,0.09,0.04,13.1,1243
833,0.28,0.14,11.4,2399
834,0.17,0.08,14.8,2129
835,0.05,0.02,22.8,1335
836,0.13,0.07,14.2,1769
837,0.06,0.03,16.2,1420
838,0.13,0.07,12.0,1830
